version;0.3;;;
Asterisk Digiumphones;>= 10.0.0 and <= 10.12.1;CVE-2013-2264;The SIP channel driver in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x before 10.12...;https://nvd.nist.gov/vuln/detail/CVE-2013-2264
Asterisk Digiumphones;>= 10.0.0 and <= 10.12.1;CVE-2013-2686;main/http.c in the HTTP server in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2013-2686
Asterisk Edition;<= c.3.7.5;CVE-2012-2186;Incomplete blacklist vulnerability in main/manager.c in Asterisk Open Source 1.8.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2012-2186
Asterisk Edition;>= c.3.2.2 and <= c.3.3.2;CVE-2013-2264;The SIP channel driver in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x before 10.12...;https://nvd.nist.gov/vuln/detail/CVE-2013-2264
Asterisk Edition;c.3.0;CVE-2012-2186;Incomplete blacklist vulnerability in main/manager.c in Asterisk Open Source 1.8.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2012-2186
Asterisk Opensource;>= 1.4.23.2 and <= 1.4.26.1;CVE-2009-2346;The IAX2 protocol implementation in Asterisk Open Source 1.2.x before 1.2.35, 1.4.x bef...;https://nvd.nist.gov/vuln/detail/CVE-2009-2346
Asterisk PBX;>= 1.2 and <= 1.6;CVE-2008-3903;Asterisk Open Source 1.2.x before 1.2.32, 1.4.x before 1.4.24.1, and 1.6.0.x before 1.6...;https://nvd.nist.gov/vuln/detail/CVE-2008-3903
Asterisk S800I;1.2;CVE-2009-0041;IAX2 in Asterisk Open Source 1.2.x before 1.2.31, 1.4.x before 1.4.23-rc4, and 1.6.x be...;https://nvd.nist.gov/vuln/detail/CVE-2009-0041
Asterisk S800I;<= 1.0.2;CVE-2007-4280;The Skinny channel driver (chan_skinny) in Asterisk Open Source before 1.4.10, Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2007-4280
Asterisk S800I;<= 1.0.3.3;CVE-2008-0095;The SIP channel driver in Asterisk Open Source 1.4.x before 1.4.17, Business Edition be...;https://nvd.nist.gov/vuln/detail/CVE-2008-0095
Asterisk S800I;<= 1.1.0.1;CVE-2008-1289;Multiple buffer overflows in Asterisk Open Source 1.4.x before 1.4.18.1 and 1.4.19-rc3,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1289
Asterisk S800I;<= 1.1.0.1;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk S800I;<= 1.1.0.2;CVE-2008-1897;The IAX2 channel driver (chan_iax2) in Asterisk Open Source 1.0.x, 1.2.x before 1.2.28,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1897
Asterisk S800I;<= 1.1.0.2;CVE-2008-1923;The IAX2 channel driver (chan_iax2) in Asterisk 1.2 before revision 72630 and 1.4 befor...;https://nvd.nist.gov/vuln/detail/CVE-2008-1923
Asterisk S800I;>= 1.0 and <= 1.0.1;CVE-2007-3762;Stack-based buffer overflow in the IAX2 channel driver (chan_iax2) in Asterisk before 1...;https://nvd.nist.gov/vuln/detail/CVE-2007-3762
Asterisk S800I;>= 1.0 and <= 1.0.1;CVE-2007-3763;The IAX2 channel driver (chan_iax2) in Asterisk before 1.2.22 and 1.4.x before 1.4.8, B...;https://nvd.nist.gov/vuln/detail/CVE-2007-3763
Asterisk S800I;>= 1.0 and <= 1.0.1;CVE-2007-3764;The Skinny channel driver (chan_skinny) in Asterisk before 1.2.22 and 1.4.x before 1.4....;https://nvd.nist.gov/vuln/detail/CVE-2007-3764
Asterisk S800I;>= 1.0 and <= 1.0.1;CVE-2007-3765;The STUN implementation in Asterisk 1.4.x before 1.4.8, AsteriskNOW before beta7, Appli...;https://nvd.nist.gov/vuln/detail/CVE-2007-3765
Asterisk S800I;>= 1.0 and <= 1.1.0.1;CVE-2008-1897;The IAX2 channel driver (chan_iax2) in Asterisk Open Source 1.0.x, 1.2.x before 1.2.28,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1897
Asterisk S800I;>= 1.0 and <= 1.1.0.1;CVE-2008-1923;The IAX2 channel driver (chan_iax2) in Asterisk 1.2 before revision 72630 and 1.4 befor...;https://nvd.nist.gov/vuln/detail/CVE-2008-1923
Asterisk S800I;>= 1.0 and <= 1.1.0;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk S800I;>= 1.0 and <= 1.1.0;CVE-2008-1390;The AsteriskGUI HTTP server in Asterisk Open Source 1.4.x before 1.4.19-rc3 and 1.6.x b...;https://nvd.nist.gov/vuln/detail/CVE-2008-1390
Asterisk S800I;>= 1.3 and <= 1.3.0.2;CVE-2009-2346;The IAX2 protocol implementation in Asterisk Open Source 1.2.x before 1.2.35, 1.4.x bef...;https://nvd.nist.gov/vuln/detail/CVE-2009-2346
Asterisk Zaptel;1.4.5.1;CVE-2007-5690;Buffer overflow in sethdlc.c in the Asterisk Zaptel 1.4.5.1 might allow local users to...;https://nvd.nist.gov/vuln/detail/CVE-2007-5690
Asterisk Zaptel;<= 1.4.11;CVE-2008-5396;Array index error in the (1) torisa.c and (2) dahdi/tor2.c drivers in Zaptel (aka DAHDI...;https://nvd.nist.gov/vuln/detail/CVE-2008-5396
Asterisk Zaptel;<= 1.4.11;CVE-2008-5744;Array index error in the dahdi/tor2.c driver in Zaptel (aka DAHDI) 1.4.11 and earlier a...;https://nvd.nist.gov/vuln/detail/CVE-2008-5744
Asterisk Zaptel;>= 1.2 and <= 1.4;CVE-2008-5396;Array index error in the (1) torisa.c and (2) dahdi/tor2.c drivers in Zaptel (aka DAHDI...;https://nvd.nist.gov/vuln/detail/CVE-2008-5396
Asterisk Zaptel;>= 1.2 and <= 1.4;CVE-2008-5744;Array index error in the dahdi/tor2.c driver in Zaptel (aka DAHDI) 1.4.11 and earlier a...;https://nvd.nist.gov/vuln/detail/CVE-2008-5744
Asterisk-addons;<= 1.2.7;CVE-2007-5488;Multiple SQL injection vulnerabilities in cdr_addon_mysql in Asterisk-Addons before 1.2...;https://nvd.nist.gov/vuln/detail/CVE-2007-5488
Asterisk-addons;<= 1.4.3;CVE-2007-5488;Multiple SQL injection vulnerabilities in cdr_addon_mysql in Asterisk-Addons before 1.2...;https://nvd.nist.gov/vuln/detail/CVE-2007-5488
Asterisk-addons;>= 1.2.0 and <= 1.4.6;CVE-2008-2543;The ooh323 channel driver in Asterisk Addons 1.2.x before 1.2.9 and Asterisk-Addons 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-2543
Asterisk;1.2.13;CVE-2007-1595;The Asterisk Extension Language (AEL) in pbx/pbx_ael.c in Asterisk does not properly ge...;https://nvd.nist.gov/vuln/detail/CVE-2007-1595
Asterisk;1.8.11;CVE-2012-2186;Incomplete blacklist vulnerability in main/manager.c in Asterisk Open Source 1.8.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2012-2186
Asterisk;1.8.11;CVE-2012-2948;chan_skinny.c in the Skinny (aka SCCP) channel driver in Certified Asterisk 1.8.11-cert...;https://nvd.nist.gov/vuln/detail/CVE-2012-2948
Asterisk;1.8.7;CVE-2011-4063;chan_sip.c in the SIP channel driver in Asterisk Open Source 1.8.x before 1.8.7.1 and 1...;https://nvd.nist.gov/vuln/detail/CVE-2011-4063
Asterisk;10.0.0;CVE-2011-4063;chan_sip.c in the SIP channel driver in Asterisk Open Source 1.8.x before 1.8.7.1 and 1...;https://nvd.nist.gov/vuln/detail/CVE-2011-4063
Asterisk;10.0.0;CVE-2012-0885;chan_sip.c in Asterisk Open Source 1.8.x before 1.8.8.2 and 10.x before 10.0.1, when th...;https://nvd.nist.gov/vuln/detail/CVE-2012-0885
Asterisk;13.13.0;CVE-2017-9358;A memory exhaustion vulnerability exists in Asterisk Open Source 13.x before 13.15.1 an...;https://nvd.nist.gov/vuln/detail/CVE-2017-9358
Asterisk;13.13.0;CVE-2024-42365;Asterisk is an open source private branch exchange (PBX) and telephony toolkit;https://nvd.nist.gov/vuln/detail/CVE-2024-42365
Asterisk;16.8.0;CVE-2021-37706;PJSIP is a free and open source multimedia communication library written in C language...;https://nvd.nist.gov/vuln/detail/CVE-2021-37706
Asterisk;16.8.0;CVE-2021-46837;res_pjsip_t38 in Sangoma Asterisk 16.x before 16.16.2, 17.x before 17.9.3, and 18.x bef...;https://nvd.nist.gov/vuln/detail/CVE-2021-46837
Asterisk;16.8.0;CVE-2022-21723;PJSIP is a free and open source multimedia communication library written in C language...;https://nvd.nist.gov/vuln/detail/CVE-2022-21723
Asterisk;16.8.0;CVE-2022-23608;PJSIP is a free and open source multimedia communication library written in C language...;https://nvd.nist.gov/vuln/detail/CVE-2022-23608
Asterisk;18.9;CVE-2024-42365;Asterisk is an open source private branch exchange (PBX) and telephony toolkit;https://nvd.nist.gov/vuln/detail/CVE-2024-42365
Asterisk;20.7;CVE-2024-42365;Asterisk is an open source private branch exchange (PBX) and telephony toolkit;https://nvd.nist.gov/vuln/detail/CVE-2024-42365
Asterisk;21.4.0;CVE-2024-42365;Asterisk is an open source private branch exchange (PBX) and telephony toolkit;https://nvd.nist.gov/vuln/detail/CVE-2024-42365
Asterisk;< 16.8.0;CVE-2021-37706;PJSIP is a free and open source multimedia communication library written in C language...;https://nvd.nist.gov/vuln/detail/CVE-2021-37706
Asterisk;< 16.8.0;CVE-2022-23608;PJSIP is a free and open source multimedia communication library written in C language...;https://nvd.nist.gov/vuln/detail/CVE-2022-23608
Asterisk;< 18.24.2;CVE-2024-42365;Asterisk is an open source private branch exchange (PBX) and telephony toolkit;https://nvd.nist.gov/vuln/detail/CVE-2024-42365
Asterisk;<= 1.2.26;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk;<= 1.2.27;CVE-2008-1897;The IAX2 channel driver (chan_iax2) in Asterisk Open Source 1.0.x, 1.2.x before 1.2.28,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1897
Asterisk;<= 1.2.28;CVE-2008-2119;Asterisk Open Source 1.0.x and 1.2.x before 1.2.29 and Business Edition A.x.x and B.x.x...;https://nvd.nist.gov/vuln/detail/CVE-2008-2119
Asterisk;<= 1.2.30.4;CVE-2009-0041;IAX2 in Asterisk Open Source 1.2.x before 1.2.31, 1.4.x before 1.4.23-rc4, and 1.6.x be...;https://nvd.nist.gov/vuln/detail/CVE-2009-0041
Asterisk;<= 1.4.11;CVE-2008-5396;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2008-5396
Asterisk;<= 1.4.11;CVE-2008-5744;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2008-5744
Asterisk;<= 1.4.16;CVE-2008-0095;The SIP channel driver in Asterisk Open Source 1.4.x before 1.4.17, Business Edition be...;https://nvd.nist.gov/vuln/detail/CVE-2008-0095
Asterisk;<= 1.4.17;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk;<= 1.4.18;CVE-2008-1289;Multiple buffer overflows in Asterisk Open Source 1.4.x before 1.4.18.1 and 1.4.19-rc3,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1289
Asterisk;<= 1.4.19;CVE-2008-1289;Multiple buffer overflows in Asterisk Open Source 1.4.x before 1.4.18.1 and 1.4.19-rc3,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1289
Asterisk;<= 1.4.19;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk;<= 1.4.19;CVE-2008-1897;The IAX2 channel driver (chan_iax2) in Asterisk Open Source 1.0.x, 1.2.x before 1.2.28,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1897
Asterisk;<= 1.4.23;CVE-2009-0041;IAX2 in Asterisk Open Source 1.2.x before 1.2.31, 1.4.x before 1.4.23-rc4, and 1.6.x be...;https://nvd.nist.gov/vuln/detail/CVE-2009-0041
Asterisk;<= 1.4.4_2007-04-27;CVE-2007-2488;The IAX2 channel driver (chan_iax2) in Asterisk before 20070504 does not properly null...;https://nvd.nist.gov/vuln/detail/CVE-2007-2488
Asterisk;<= 1.4.9;CVE-2007-4280;The Skinny channel driver (chan_skinny) in Asterisk Open Source before 1.4.10, Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2007-4280
Asterisk;<= 1.4.9;CVE-2007-4455;The SIP channel driver (chan_sip) in Asterisk Open Source 1.4.x before 1.4.11, Asterisk...;https://nvd.nist.gov/vuln/detail/CVE-2007-4455
Asterisk;<= 1.6.0.3;CVE-2009-0041;IAX2 in Asterisk Open Source 1.2.x before 1.2.31, 1.4.x before 1.4.23-rc4, and 1.6.x be...;https://nvd.nist.gov/vuln/detail/CVE-2009-0041
Asterisk;<= 1.6.0_beta5;CVE-2008-1289;Multiple buffer overflows in Asterisk Open Source 1.4.x before 1.4.18.1 and 1.4.19-rc3,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1289
Asterisk;<= 1.8.11;CVE-2012-2186;Incomplete blacklist vulnerability in main/manager.c in Asterisk Open Source 1.8.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2012-2186
Asterisk;<= 16.8.0;CVE-2020-28242;An issue was discovered in Asterisk Open Source 13.x before 13.37.1, 16.x before 16.14....;https://nvd.nist.gov/vuln/detail/CVE-2020-28242
Asterisk;>= 0.1.0 and <= 0.9.0;CVE-2008-3263;The IAX2 protocol implementation in Asterisk Open Source 1.0.x, 1.2.x before 1.2.30, an...;https://nvd.nist.gov/vuln/detail/CVE-2008-3263
Asterisk;>= 0.1.7 and <= 0.9.0;CVE-2007-1594;The handle_response function in chan_sip.c in Asterisk before 1.2.17 and 1.4.x before 1...;https://nvd.nist.gov/vuln/detail/CVE-2007-1594
Asterisk;>= 1.0 and <= 1.2.27;CVE-2008-2119;Asterisk Open Source 1.0.x and 1.2.x before 1.2.29 and Business Edition A.x.x and B.x.x...;https://nvd.nist.gov/vuln/detail/CVE-2008-2119
Asterisk;>= 1.0 and <= 1.4.18.1;CVE-2008-1897;The IAX2 channel driver (chan_iax2) in Asterisk Open Source 1.0.x, 1.2.x before 1.2.28,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1897
Asterisk;>= 1.0 and <= 1.4.19;CVE-2008-1332;Unspecified vulnerability in Asterisk Open Source 1.2.x before 1.2.27, 1.4.x before 1.4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1332
Asterisk;>= 1.0 and <= 1.4.19;CVE-2008-1923;The IAX2 channel driver (chan_iax2) in Asterisk 1.2 before revision 72630 and 1.4 befor...;https://nvd.nist.gov/vuln/detail/CVE-2008-1923
Asterisk;>= 1.0 and <= 1.4.1;CVE-2007-1594;The handle_response function in chan_sip.c in Asterisk before 1.2.17 and 1.4.x before 1...;https://nvd.nist.gov/vuln/detail/CVE-2007-1594
Asterisk;>= 1.0 and <= 1.4.4_2007-04-27;CVE-2007-3762;Stack-based buffer overflow in the IAX2 channel driver (chan_iax2) in Asterisk before 1...;https://nvd.nist.gov/vuln/detail/CVE-2007-3762
Asterisk;>= 1.0 and <= 1.4.4_2007-04-27;CVE-2007-3763;The IAX2 channel driver (chan_iax2) in Asterisk before 1.2.22 and 1.4.x before 1.4.8, B...;https://nvd.nist.gov/vuln/detail/CVE-2007-3763
Asterisk;>= 1.0 and <= 1.4.4_2007-04-27;CVE-2007-3764;The Skinny channel driver (chan_skinny) in Asterisk before 1.2.22 and 1.4.x before 1.4....;https://nvd.nist.gov/vuln/detail/CVE-2007-3764
Asterisk;>= 1.0 and <= 1.4.4_2007-04-27;CVE-2007-3765;The STUN implementation in Asterisk 1.4.x before 1.4.8, AsteriskNOW before beta7, Appli...;https://nvd.nist.gov/vuln/detail/CVE-2007-3765
Asterisk;>= 1.0 and <= 1.4_revision_95946;CVE-2008-3264;The FWDOWNL firmware-download implementation in Asterisk Open Source 1.0.x, 1.2.x befor...;https://nvd.nist.gov/vuln/detail/CVE-2008-3264
Asterisk;>= 1.0 and <= 1.6;CVE-2008-3263;The IAX2 protocol implementation in Asterisk Open Source 1.0.x, 1.2.x before 1.2.30, an...;https://nvd.nist.gov/vuln/detail/CVE-2008-3263
Asterisk;>= 1.2 and <= 1.2.27;CVE-2008-5396;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2008-5396
Asterisk;>= 1.2 and <= 1.2.27;CVE-2008-5744;Denial of service (DoS);https://www.cvedetails.com/cve/CVE-2008-5744
Asterisk;>= 1.2.0 and <= 1.6.0.3;CVE-2009-0041;IAX2 in Asterisk Open Source 1.2.x before 1.2.31, 1.4.x before 1.4.23-rc4, and 1.6.x be...;https://nvd.nist.gov/vuln/detail/CVE-2009-0041
Asterisk;>= 1.2.0 and <= 1.6.1.5;CVE-2009-2346;The IAX2 protocol implementation in Asterisk Open Source 1.2.x before 1.2.35, 1.4.x bef...;https://nvd.nist.gov/vuln/detail/CVE-2009-2346
Asterisk;>= 1.2.0_beta1 and <= 1.4.2;CVE-2007-2294;The Manager Interface in Asterisk before 1.2.18 and 1.4.x before 1.4.3 allows remote at...;https://nvd.nist.gov/vuln/detail/CVE-2007-2294
Asterisk;>= 1.2.0_beta1 and <= 1.4.2;CVE-2007-2297;The SIP channel driver (chan_sip) in Asterisk before 1.2.18 and 1.4.x before 1.4.3 does...;https://nvd.nist.gov/vuln/detail/CVE-2007-2297
Asterisk;>= 1.2.0beta1 and <= 1.4.15;CVE-2007-6430;Asterisk Open Source 1.2.x before 1.2.26 and 1.4.x before 1.4.16, and Business Edition...;https://nvd.nist.gov/vuln/detail/CVE-2007-6430
Asterisk;>= 1.2.14 and <= 1.4.1;CVE-2007-1561;The channel driver in Asterisk before 1.2.17 and 1.4.x before 1.4.2 allows remote attac...;https://nvd.nist.gov/vuln/detail/CVE-2007-1561
Asterisk;>= 1.2.26 and <= 1.2.30.3;CVE-2008-5558;Asterisk Open Source 1.2.26 through 1.2.30.3 and Business Edition B.2.3.5 through B.2.5...;https://nvd.nist.gov/vuln/detail/CVE-2008-5558
Asterisk;>= 1.4.5 and <= 1.4.11;CVE-2007-4521;Asterisk Open Source 1.4.5 through 1.4.11, when configured to use an IMAP voicemail sto...;https://nvd.nist.gov/vuln/detail/CVE-2007-4521
Asterisk;>= 1.4_beta and <= 1.4.2;CVE-2007-2293;Multiple stack-based buffer overflows in the process_sdp function in chan_sip.c of the...;https://nvd.nist.gov/vuln/detail/CVE-2007-2293
Asterisk;>= 1.4_beta and <= 1.6;CVE-2008-1390;The AsteriskGUI HTTP server in Asterisk Open Source 1.4.x before 1.4.19-rc3 and 1.6.x b...;https://nvd.nist.gov/vuln/detail/CVE-2008-1390
Asterisk;>= 1.6.0 and <= 1.6.10-rc2;CVE-2010-0441;Asterisk Open Source 1.6.0.x before 1.6.0.22, 1.6.1.x before 1.6.1.14, and 1.6.2.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2010-0441
Asterisk;>= 1.6.0_beta1 and <= 1.6.0_beta5;CVE-2008-1333;Format string vulnerability in Asterisk Open Source 1.6.x before 1.6.0-beta6 might allo...;https://nvd.nist.gov/vuln/detail/CVE-2008-1333
Asterisk;>= 1.6.1 and < 1.6.1.8;CVE-2009-3723;Allow calls on prohibited networks;https://www.cvedetails.com/cve/CVE-2009-3723
Asterisk;>= 1.6.2.0 and <= 1.8.11.0;CVE-2012-2414;main/manager.c in the Manager Interface in Asterisk Open Source 1.6.2.x before 1.6.2.24...;https://nvd.nist.gov/vuln/detail/CVE-2012-2414
Asterisk;>= 1.6.2.0 and <= 1.8.11.0;CVE-2012-2415;Heap-based buffer overflow in chan_skinny.c in the Skinny channel driver in Asterisk Op...;https://nvd.nist.gov/vuln/detail/CVE-2012-2415
Asterisk;>= 1.6.2.0 and <= 1.8.11.0;CVE-2012-2416;chan_sip.c in the SIP channel driver in Asterisk Open Source 1.8.x before 1.8.11.1 and...;https://nvd.nist.gov/vuln/detail/CVE-2012-2416
Asterisk;>= 1.8.0 and <= 1.8.12.0;CVE-2012-2186;Incomplete blacklist vulnerability in main/manager.c in Asterisk Open Source 1.8.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2012-2186
Asterisk;>= 1.8.0 and <= 1.8.12.0;CVE-2012-2948;chan_skinny.c in the Skinny (aka SCCP) channel driver in Certified Asterisk 1.8.11-cert...;https://nvd.nist.gov/vuln/detail/CVE-2012-2948
Asterisk;>= 1.8.0 and <= 1.8.20.1;CVE-2013-2264;The SIP channel driver in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x before 10.12...;https://nvd.nist.gov/vuln/detail/CVE-2013-2264
Asterisk;>= 1.8.0 and <= 1.8.20.1;CVE-2013-2686;main/http.c in the HTTP server in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2013-2686
Asterisk;>= 1.8.0 and <= 1.8.8.1;CVE-2012-0885;chan_sip.c in Asterisk Open Source 1.8.x before 1.8.8.2 and 10.x before 10.0.1, when th...;https://nvd.nist.gov/vuln/detail/CVE-2012-0885
Asterisk;>= 1.8.15 and <= 1.8.15.0;CVE-2013-2264;The SIP channel driver in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x before 10.12...;https://nvd.nist.gov/vuln/detail/CVE-2013-2264
Asterisk;>= 1.8.15 and <= 1.8.15.0;CVE-2013-2686;main/http.c in the HTTP server in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2013-2686
Asterisk;>= 10.0.0 and <= 10.12.1;CVE-2013-2264;The SIP channel driver in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x before 10.12...;https://nvd.nist.gov/vuln/detail/CVE-2013-2264
Asterisk;>= 10.0.0 and <= 10.12.1;CVE-2013-2686;main/http.c in the HTTP server in Asterisk Open Source 1.8.x before 1.8.20.2, 10.x befo...;https://nvd.nist.gov/vuln/detail/CVE-2013-2686
Asterisk;>= 10.0.0 and <= 10.3.0;CVE-2012-2414;main/manager.c in the Manager Interface in Asterisk Open Source 1.6.2.x before 1.6.2.24...;https://nvd.nist.gov/vuln/detail/CVE-2012-2414
